// EMOJIMAPPING CREATED FROM EMOJIONE SRC
// by cs8898
person_playing_water_polo_tone3;1;water_polo_tone3;2;1f93d;1f3fd
person_playing_water_polo_tone4;1;water_polo_tone4;2;1f93d;1f3fe
person_playing_water_polo_tone5;1;water_polo_tone5;2;1f93d;1f3ff
woman_playing_water_polo;0;;2;1f93d;2640
woman_playing_water_polo_tone1;1;woman_playing_water_polo_light_skin_tone;3;1f93d;1f3fb;2640
woman_playing_water_polo_tone2;1;woman_playing_water_polo_medium_light_skin_tone;3;1f93d;1f3fc;2640
woman_playing_water_polo_tone3;1;woman_playing_water_polo_medium_skin_tone;3;1f93d;1f3fd;2640
woman_playing_water_polo_tone4;1;woman_playing_water_polo_medium_dark_skin_tone;3;1f93d;1f3fe;2640
woman_playing_water_polo_tone5;1;woman_playing_water_polo_dark_skin_tone;3;1f93d;1f3ff;2640
man_playing_water_polo;0;;2;1f93d;2642
man_playing_water_polo_tone1;1;man_playing_water_polo_light_skin_tone;3;1f93d;1f3fb;2642
man_playing_water_polo_tone2;1;man_playing_water_polo_medium_light_skin_tone;3;1f93d;1f3fc;2642
man_playing_water_polo_tone3;1;man_playing_water_polo_medium_skin_tone;3;1f93d;1f3fd;2642
man_playing_water_polo_tone4;1;man_playing_water_polo_medium_dark_skin_tone;3;1f93d;1f3fe;2642
man_playing_water_polo_tone5;1;man_playing_water_polo_dark_skin_tone;3;1f93d;1f3ff;2642
person_rowing_boat;1;rowboat;1;1f6a3
person_rowing_boat_tone1;1;rowboat_tone1;2;1f6a3;1f3fb
person_rowing_boat_tone2;1;rowboat_tone2;2;1f6a3;1f3fc
person_rowing_boat_tone3;1;rowboat_tone3;2;1f6a3;1f3fd
person_rowing_boat_tone4;1;rowboat_tone4;2;1f6a3;1f3fe
person_rowing_boat_tone5;1;rowboat_tone5;2;1f6a3;1f3ff
woman_rowing_boat;0;;2;1f6a3;2640
woman_rowing_boat_tone1;1;woman_rowing_boat_light_skin_tone;3;1f6a3;1f3fb;2640
woman_rowing_boat_tone2;1;woman_rowing_boat_medium_light_skin_tone;3;1f6a3;1f3fc;2640
woman_rowing_boat_tone3;1;woman_rowing_boat_medium_skin_tone;3;1f6a3;1f3fd;2640
woman_rowing_boat_tone4;1;woman_rowing_boat_medium_dark_skin_tone;3;1f6a3;1f3fe;2640
woman_rowing_boat_tone5;1;woman_rowing_boat_dark_skin_tone;3;1f6a3;1f3ff;2640
man_rowing_boat;0;;2;1f6a3;2642
man_rowing_boat_tone1;1;man_rowing_boat_light_skin_tone;3;1f6a3;1f3fb;2642
man_rowing_boat_tone2;1;man_rowing_boat_medium_light_skin_tone;3;1f6a3;1f3fc;2642
man_rowing_boat_tone3;1;man_rowing_boat_medium_skin_tone;3;1f6a3;1f3fd;2642
man_rowing_boat_tone4;1;man_rowing_boat_medium_dark_skin_tone;3;1f6a3;1f3fe;2642
man_rowing_boat_tone5;1;man_rowing_boat_dark_skin_tone;3;1f6a3;1f3ff;2642
person_climbing;0;;1;1f9d7
person_climbing_tone1;1;person_climbing_light_skin_tone;2;1f9d7;1f3fb
person_climbing_tone2;1;person_climbing_medium_light_skin_tone;2;1f9d7;1f3fc
person_climbing_tone3;1;person_climbing_medium_skin_tone;2;1f9d7;1f3fd
person_climbing_tone4;1;person_climbing_medium_dark_skin_tone;2;1f9d7;1f3fe
person_climbing_tone5;1;person_climbing_dark_skin_tone;2;1f9d7;1f3ff
woman_climbing;0;;2;1f9d7;2640
woman_climbing_tone1;1;woman_climbing_light_skin_tone;3;1f9d7;1f3fb;2640
woman_climbing_tone2;1;woman_climbing_medium_light_skin_tone;3;1f9d7;1f3fc;2640
